,Country,Player,Runs,MatchDate,Weekday,Ground,Versus,Balls,Centuries,Strike_Rate
0,Afghanistan,Mohammad Shahzad,118,16-02-2010,Tue,Sharjah CA Stadium,Canada,121,1,0.9752066115702479
1,Afghanistan,Mohammad Shahzad,110,01-09-2009,Tue,VRA Ground,Netherlands,111,1,0.990990990990991
2,Afghanistan,Mohammad Shahzad,100,16-08-2010,Mon,Cambusdoon New Ground,Scotland,72,1,1.3888888888888888
62,Afghanistan,Noor Ali Zadran,114,16-02-2010,Tue,Sharjah CA Stadium,Canada,127,1,0.8976377952755905
87,Afghanistan,Karim Sadiq ,114,16-08-2010,Mon,Cambusdoon New Ground,Scotland,108,1,1.0555555555555556
138,Australia,Ricky T Ponting,164,12-03-2006,Sun,The Wanderers Stadium,South Africa,105,1,1.561904761904762
139,Australia,Ricky T Ponting,145,11-04-1998,Sat,Feroz Shah Kotla,Zimbabwe,158,1,0.9177215189873418
140,Australia,Ricky T Ponting,141,05-03-2005,Sat,McLean Park,New Zealand,127,1,1.110236220472441
141,Australia,Ricky T Ponting,140,23-03-2003,Sun,The Wanderers Stadium,India,121,1,1.1570247933884297
142,Australia,Ricky T Ponting,134,20-12-2007,Thu,Bellerive Oval,New Zealand,133,1,1.0075187969924813
143,Australia,Ricky T Ponting,129,30-03-2002,Sat,OUTsurance Oval,South Africa,126,1,1.0238095238095237
144,Australia,Ricky T Ponting,126,15-09-2009,Tue,Trent Bridge,England,109,1,1.1559633027522935
145,Australia,Ricky T Ponting,124,10-11-1998,Tue,Gaddafi Stadium,Pakistan,129,1,0.9612403100775194
146,Australia,Ricky T Ponting,124,12-02-2006,Sun,Sydney Cricket Ground,Sri Lanka,127,1,0.9763779527559056
147,Australia,Ricky T Ponting,124,24-02-2008,Sun,Sydney Cricket Ground,India,133,1,0.9323308270676691
148,Australia,Ricky T Ponting,123,09-01-1996,Tue,Melbourne Cricket Ground,Sri Lanka,138,1,0.8913043478260869
149,Australia,Ricky T Ponting,119,15-12-2002,Sun,Melbourne Cricket Ground,England,123,1,0.967479674796748
150,Australia,Ricky T Ponting,115,12-01-2000,Wed,Melbourne Cricket Ground,India,121,1,0.9504132231404959
151,Australia,Ricky T Ponting,115,10-01-2005,Mon,Melbourne Cricket Ground,ACC Asian XI,102,1,1.1274509803921569
152,Australia,Ricky T Ponting,114,07-03-2003,Fri,Supersport Park,Sri Lanka,109,1,1.0458715596330275
153,Australia,Ricky T Ponting,113,14-03-2007,Wed,Warner Park,Scotland,93,1,1.2150537634408602
154,Australia,Ricky T Ponting,111,28-01-2007,Sun,W.A.C.A. Ground,New Zealand,122,1,0.9098360655737705
155,Australia,Ricky T Ponting,111,02-10-2009,Fri,Supersport Park,England,115,1,0.9652173913043478
156,Australia,Ricky T Ponting,111,10-07-2005,Sun,Lord's,England,115,1,0.9652173913043478
157,Australia,Ricky T Ponting,108,12-11-2003,Wed,M.Chinnaswamy Stadium,India,103,1,1.0485436893203883
158,Australia,Ricky T Ponting,107,14-12-2007,Fri,Adelaide Oval,New Zealand,108,1,0.9907407407407407
159,Australia,Ricky T Ponting,106,14-02-2010,Sun,Brisbane Cricket Ground,West Indies,112,1,0.9464285714285714
160,Australia,Ricky T Ponting,106,21-01-2003,Tue,Melbourne Cricket Ground,Sri Lanka,97,1,1.092783505154639
161,Australia,Ricky T Ponting,104,04-02-2007,Sun,Melbourne Cricket Ground,New Zealand,113,1,0.9203539823008849
162,Australia,Ricky T Ponting,104,24-03-2011,Thu,Sardar Patel Stadium,India,118,1,0.8813559322033898
163,Australia,Ricky T Ponting,102,10-06-2001,Sun,Royal & Sun Alliance County Ground,England,116,1,0.8793103448275862
164,Australia,Ricky T Ponting,102,04-03-1996,Mon,Sawai Mansingh Stadium,West Indies,112,1,0.9107142857142857
165,Australia,Ricky T Ponting,101,03-04-2001,Tue,Indira Priyadarshini Stadium,India,109,1,0.926605504587156
166,Australia,Ricky T Ponting,101,06-08-2003,Wed,Marrara Cricket Ground,Bangladesh,118,1,0.8559322033898306
167,Australia,Ricky T Ponting,100,21-01-1998,Wed,Melbourne Cricket Ground,New Zealand,114,1,0.8771929824561403
478,Australia,Adam C Gilchrist,172,16-01-2004,Fri,Bellerive Oval,Zimbabwe,126,1,1.3650793650793651
479,Australia,Adam C Gilchrist,154,07-02-1999,Sun,Melbourne Cricket Ground,Sri Lanka,129,1,1.193798449612403
480,Australia,Adam C Gilchrist,149,28-04-2007,Sat,Kensington Oval,Sri Lanka,104,1,1.4326923076923077
481,Australia,Adam C Gilchrist,131,13-01-1999,Wed,Sydney Cricket Ground,Sri Lanka,118,1,1.1101694915254237
482,Australia,Adam C Gilchrist,128,26-02-2000,Sat,AMI Stadium,New Zealand,98,1,1.3061224489795917
483,Australia,Adam C Gilchrist,124,15-12-2002,Sun,Melbourne Cricket Ground,England,104,1,1.1923076923076923
484,Australia,Adam C Gilchrist,122,14-02-2006,Tue,Brisbane Cricket Ground,Sri Lanka,91,1,1.3406593406593406
485,Australia,Adam C Gilchrist,121,12-07-2005,Tue,The Oval,England,101,1,1.198019801980198
486,Australia,Adam C Gilchrist,118,08-02-1998,Sun,AMI Stadium,New Zealand,117,1,1.0085470085470085
487,Australia,Adam C Gilchrist,118,15-02-2008,Fri,W.A.C.A. Ground,Sri Lanka,132,1,0.8939393939393939
488,Australia,Adam C Gilchrist,116,29-01-2006,Sun,W.A.C.A. Ground,Sri Lanka,105,1,1.1047619047619048
489,Australia,Adam C Gilchrist,111,12-11-2003,Wed,M.Chinnaswamy Stadium,India,104,1,1.0673076923076923
490,Australia,Adam C Gilchrist,105,03-04-2002,Wed,Kingsmead,South Africa,104,1,1.0096153846153846
491,Australia,Adam C Gilchrist,103,10-11-1998,Tue,Gaddafi Stadium,Pakistan,104,1,0.9903846153846154
492,Australia,Adam C Gilchrist,103,07-10-2005,Fri,Telstra Dome,ICC World XI,79,1,1.3037974683544304
493,Australia,Adam C Gilchrist,100,26-01-1998,Mon,Sydney Cricket Ground,South Africa,104,1,0.9615384615384616
738,Australia,Mark E Waugh,173,09-02-2001,Fri,Melbourne Cricket Ground,West Indies,148,1,1.1689189189189189
739,Australia,Mark E Waugh,133,28-03-2001,Wed,Nehru Stadium (Poona),India,138,1,0.9637681159420289
740,Australia,Mark E Waugh,130,23-02-1996,Fri,Indira Priyadarshini Stadium,Kenya,128,1,1.015625
741,Australia,Mark E Waugh,130,12-01-1996,Fri,W.A.C.A. Ground,Sri Lanka,144,1,0.9027777777777778
742,Australia,Mark E Waugh,126,27-02-1996,Tue,Wankhede Stadium,India,135,1,0.9333333333333333
743,Australia,Mark E Waugh,121,22-10-1994,Sat,Rawalpindi Cricket Stadium,Pakistan,134,1,0.9029850746268657
744,Australia,Mark E Waugh,116,26-01-2000,Wed,Adelaide Oval,India,131,1,0.8854961832061069
745,Australia,Mark E Waugh,115,31-03-1997,Mon,St George's Park,South Africa,125,1,0.92
746,Australia,Mark E Waugh,113,21-05-1993,Fri,Edgbaston,England,122,1,0.9262295081967213
747,Australia,Mark E Waugh,112,14-01-2001,Sun,Brisbane Cricket Ground,West Indies,128,1,0.875
748,Australia,Mark E Waugh,110,11-03-1996,Mon,M.A. Chidambaram Stadium,New Zealand,112,1,0.9821428571428571
749,Australia,Mark E Waugh,108,27-03-1993,Sat,Seddon Park,New Zealand,131,1,0.8244274809160306
750,Australia,Mark E Waugh,107,23-01-1994,Sun,Sydney Cricket Ground,South Africa,111,1,0.963963963963964
751,Australia,Mark E Waugh,106,21-10-1999,Thu,Queens Sports Club,Zimbabwe,97,1,1.092783505154639
752,Australia,Mark E Waugh,104,09-06-1999,Wed,Lord's,Zimbabwe,120,1,0.8666666666666667
753,Australia,Mark E Waugh,104,07-12-1997,Sun,Adelaide Oval,New Zealand,113,1,0.9203539823008849
754,Australia,Mark E Waugh,102,30-01-2001,Tue,Bellerive Oval,Zimbabwe,113,1,0.9026548672566371
755,Australia,Mark E Waugh,102,05-01-1997,Sun,Brisbane Cricket Ground,West Indies,114,1,0.8947368421052632
958,Australia,Stephen R Waugh,120,13-06-1999,Sun,Headingley,South Africa,110,1,1.0909090909090908
959,Australia,Stephen R Waugh,114,16-08-2000,Wed,Telstra Dome,South Africa,103,1,1.1067961165048543
960,Australia,Stephen R Waugh,102,16-01-1996,Tue,Melbourne Cricket Ground,Sri Lanka,115,1,0.8869565217391304
1229,Australia,Michael G Bevan,108,24-05-1997,Sat,The Oval,England,129,1,0.8372093023255814
1230,Australia,Michael G Bevan,107,01-03-2000,Wed,McLean Park,New Zealand,141,1,0.7588652482269503
1231,Australia,Michael G Bevan,106,16-08-2000,Wed,Telstra Dome,South Africa,125,1,0.848
1232,Australia,Michael G Bevan,103,10-04-1997,Thu,Supersport Park,South Africa,95,1,1.0842105263157895
1233,Australia,Michael G Bevan,102,29-01-2002,Tue,Melbourne Cricket Ground,New Zealand,95,1,1.0736842105263158
1234,Australia,Michael G Bevan,101,22-04-1998,Wed,Sharjah CA Stadium,India,103,1,0.9805825242718447
1420,Australia,Michael J Clarke,130,29-09-2007,Sat,M.Chinnaswamy Stadium,India,132,1,0.9848484848484849
1421,Australia,Michael J Clarke,111,20-10-2010,Wed,AC-VDCA Stadium,India,139,1,0.7985611510791367
1422,Australia,Michael J Clarke,105,29-05-2004,Sat,Harare Sports Club,Zimbabwe,102,1,1.0294117647058822
1423,Australia,Michael J Clarke,103,23-01-2005,Sun,Sydney Cricket Ground,Pakistan,107,1,0.9626168224299065
1424,Australia,Michael J Clarke,101,09-04-2011,Sat,Shere Bangla National Stadium,Bangladesh,111,1,0.9099099099099099
1425,Australia,Michael J Clarke,100,01-05-2009,Fri,Sheik Zayed Stadium,Pakistan,122,1,0.819672131147541
1598,Australia,Allan R Border,127,06-02-1985,Wed,Sydney Cricket Ground,West Indies,140,1,0.9071428571428571
1599,Australia,Allan R Border,118,28-01-1985,Mon,Adelaide Oval,Sri Lanka,88,1,1.3409090909090908
1600,Australia,Allan R Border,105,18-12-1980,Thu,Sydney Cricket Ground,India,122,1,0.860655737704918
1838,Australia,Matthew L Hayden,181,20-02-2007,Tue,Seddon Park,New Zealand,166,1,1.0903614457831325
1839,Australia,Matthew L Hayden,158,27-03-2007,Tue,Sir Vivian Richards Stadium,West Indies,143,1,1.1048951048951048
1840,Australia,Matthew L Hayden,146,30-08-2002,Fri,Gymkhana Club Ground,Pakistan,128,1,1.140625
1841,Australia,Matthew L Hayden,126,08-02-2004,Sun,Sydney Cricket Ground,India,122,1,1.0327868852459017
1842,Australia,Matthew L Hayden,117,28-01-2007,Sun,W.A.C.A. Ground,New Zealand,111,1,1.054054054054054
1843,Australia,Matthew L Hayden,114,22-02-2005,Tue,AMI Stadium,New Zealand,124,1,0.9193548387096774
1844,Australia,Matthew L Hayden,111,03-04-2001,Tue,Indira Priyadarshini Stadium,India,113,1,0.9823008849557522
1845,Australia,Matthew L Hayden,109,18-01-2004,Sun,Brisbane Cricket Ground,India,107,1,1.0186915887850467
1846,Australia,Matthew L Hayden,103,20-04-2007,Fri,National Cricket Stadium,New Zealand,100,1,1.03
1847,Australia,Matthew L Hayden,101,24-03-2007,Sat,Warner Park,South Africa,68,1,1.4852941176470589
1984,Australia,Dean M Jones,145,16-12-1990,Sun,Brisbane Cricket Ground,England,136,1,1.0661764705882353
1985,Australia,Dean M Jones,121,02-01-1987,Fri,W.A.C.A. Ground,Pakistan,113,1,1.0707964601769913
1986,Australia,Dean M Jones,117,02-05-1990,Wed,Sharjah CA Stadium,Sri Lanka,123,1,0.9512195121951219
1987,Australia,Dean M Jones,107,04-03-1990,Sun,AMI Stadium,New Zealand,143,1,0.7482517482517482
1988,Australia,Dean M Jones,104,01-01-1987,Thu,W.A.C.A. Ground,England,125,1,0.832
1989,Australia,Dean M Jones,102,11-03-1990,Sun,Eden Park,New Zealand,91,1,1.120879120879121
1990,Australia,Dean M Jones,101,18-01-1987,Sun,Brisbane Cricket Ground,England,101,1,1.0
2139,Australia,David C Boon,122,10-01-1988,Sun,Adelaide Oval,Sri Lanka,130,1,0.9384615384615385
2140,Australia,David C Boon,111,07-09-1986,Sun,Sawai Mansingh Stadium,India,118,1,0.940677966101695
2141,Australia,David C Boon,102,10-12-1991,Tue,Bellerive Oval,India,168,1,0.6071428571428571
2142,Australia,David C Boon,100,18-03-1992,Wed,Melbourne Cricket Ground,West Indies,147,1,0.6802721088435374
2143,Australia,David C Boon,100,22-02-1992,Sat,Eden Park,New Zealand,131,1,0.7633587786259542
2310,Australia,Damien R Martyn,144,04-02-2001,Sun,W.A.C.A. Ground,Zimbabwe,149,1,0.9664429530201343
2311,Australia,Damien R Martyn,116,03-03-2000,Fri,Eden Park,New Zealand,135,1,0.8592592592592593
2312,Australia,Damien R Martyn,104,20-01-2002,Sun,Brisbane Cricket Ground,South Africa,121,1,0.859504132231405
2313,Australia,Damien R Martyn,101,11-01-2003,Sat,Bellerive Oval,England,114,1,0.8859649122807017
2314,Australia,Damien R Martyn,100,01-11-2003,Sat,Wankhede Stadium,India,119,1,0.8403361344537815
2481,Australia,Andrew Symonds,156,07-12-2005,Wed,Westpac Stadium,New Zealand,127,1,1.2283464566929134
2482,Australia,Andrew Symonds,151,12-02-2006,Sun,Sydney Cricket Ground,Sri Lanka,127,1,1.188976377952756
2483,Australia,Andrew Symonds,143,11-02-2003,Tue,The Wanderers Stadium,Pakistan,125,1,1.144
2484,Australia,Andrew Symonds,107,14-10-2007,Sun,Vidarbha Cricket Association Ground,India,88,1,1.2159090909090908
2485,Australia,Andrew Symonds,104,04-09-2004,Sat,Lord's,Pakistan,103,1,1.0097087378640777
2486,Australia,Andrew Symonds,103,26-04-2006,Wed,Khan Shaheb Osman Ali Stadium,Bangladesh,125,1,0.824
2627,Australia,Michael E K Hussey,109,18-09-2006,Mon,Kinrara Academy Oval,West Indies,90,1,1.211111111111111
2628,Australia,Michael E K Hussey,108,13-04-2011,Wed,Shere Bangla National Stadium,Bangladesh,91,1,1.1868131868131868
2629,Australia,Michael E K Hussey,105,17-02-2007,Sat,Eden Park,New Zealand,84,1,1.25
2761,Australia,Geoffrey R Marsh,126,27-10-1987,Tue,Sector 16 Stadium,New Zealand,149,1,0.8456375838926175
2762,Australia,Geoffrey R Marsh,125,21-01-1986,Tue,Sydney Cricket Ground,India,145,1,0.8620689655172413
2763,Australia,Geoffrey R Marsh,125,10-01-1989,Tue,Melbourne Cricket Ground,Pakistan,121,1,1.0330578512396693
2764,Australia,Geoffrey R Marsh,113,13-03-1991,Wed,Kensington Oval,West Indies,136,1,0.8308823529411765
2765,Australia,Geoffrey R Marsh,111,29-05-1989,Mon,Lord's,England,162,1,0.6851851851851852
2766,Australia,Geoffrey R Marsh,110,09-10-1987,Fri,M.A. Chidambaram Stadium,India,141,1,0.7801418439716312
2767,Australia,Geoffrey R Marsh,106,20-03-1991,Wed,Bourda,West Indies,158,1,0.6708860759493671
2768,Australia,Geoffrey R Marsh,104,07-09-1986,Sun,Sawai Mansingh Stadium,India,139,1,0.7482014388489209
2769,Australia,Geoffrey R Marsh,101,20-01-1988,Wed,Sydney Cricket Ground,New Zealand,148,1,0.6824324324324325
2872,Australia,Shane R Watson,185,11-04-2011,Mon,Shere Bangla National Stadium,Bangladesh,96,1,1.9270833333333333
2873,Australia,Shane R Watson,161,16-01-2011,Sun,Melbourne Cricket Ground,England,150,1,1.0733333333333333
2874,Australia,Shane R Watson,136,02-10-2009,Fri,Supersport Park,England,132,1,1.0303030303030303
2875,Australia,Shane R Watson,126,29-06-2008,Sun,National Cricket Stadium,West Indies,122,1,1.0327868852459017
2876,Australia,Shane R Watson,116,03-05-2009,Sun,Sheik Zayed Stadium,Pakistan,146,1,0.7945205479452054
2877,Australia,Shane R Watson,105,05-10-2009,Mon,Supersport Park,New Zealand,129,1,0.813953488372093
2985,Australia,Mark A Taylor,105,21-10-1996,Mon,M.Chinnaswamy Stadium,India,144,1,0.7291666666666666
3091,Australia,Darren S Lehmann,119,22-12-2002,Sun,W.A.C.A. Ground,Sri Lanka,119,1,1.0
3092,Australia,Darren S Lehmann,110,14-04-1999,Wed,National Cricket Stadium,West Indies,92,1,1.1956521739130435
3093,Australia,Darren S Lehmann,107,01-06-2003,Sun,National Cricket Stadium,West Indies,109,1,0.981651376146789
3094,Australia,Darren S Lehmann,103,06-11-1998,Fri,National Stadium,Pakistan,101,1,1.0198019801980198
3187,Australia,Bradley J Haddin,110,09-03-2010,Tue,Seddon Park,New Zealand,121,1,0.9090909090909091
3188,Australia,Bradley J Haddin,109,08-02-2009,Sun,Sydney Cricket Ground,New Zealand,114,1,0.956140350877193
3272,Australia,Gregory S Chappell,138,25-11-1980,Tue,Sydney Cricket Ground,New Zealand,109,1,1.2660550458715596
3273,Australia,Gregory S Chappell,125,06-06-1977,Mon,The Oval,England,137,1,0.9124087591240876
3274,Australia,Gregory S Chappell,108,13-02-1982,Sat,Eden Park,New Zealand,92,1,1.173913043478261
3337,Australia,Graeme M Wood,114,03-06-1985,Mon,Lord's,England,165,1,0.6909090909090909
3338,Australia,Graeme M Wood,108,08-06-1981,Mon,Headingley,England,150,1,0.72
3339,Australia,Graeme M Wood,104,27-01-1985,Sun,Adelaide Oval,West Indies,142,1,0.7323943661971831
3410,Australia,Cameron L White,105,22-01-2010,Fri,Brisbane Cricket Ground,Pakistan,88,1,1.1931818181818181
3411,Australia,Cameron L White,105,09-09-2009,Wed,The Rose Bowl,England,124,1,0.8467741935483871
3725,Australia,Simon M Katich,107,14-02-2006,Tue,Brisbane Cricket Ground,Sri Lanka,142,1,0.7535211267605634
3764,Australia,Shaun E Marsh,112,05-11-2009,Thu,Rajiv Gandhi International Stadium,India,112,1,1.0
3765,Australia,Shaun E Marsh,110,21-01-2011,Fri,Bellerive Oval,England,114,1,0.9649122807017544
3856,Australia,Stuart G Law,110,08-12-1994,Thu,Bellerive Oval,Zimbabwe,135,1,0.8148148148148148
4280,Australia,David J Hussey,111,28-08-2009,Fri,Grange Cricket Club,Scotland,83,1,1.3373493975903614
4311,Australia,Stephen B Smith,117,13-02-1983,Sun,Melbourne Cricket Ground,New Zealand,130,1,0.9
